|,|__name,|__cost,|__colors__001,|__colors__002,|__colors__003
Washington,"Northwest School of Wooden Boat Building, Port Hadlock, WA ",36537,,,
Washington,"Northwest University, Kirkland, WA ",46683,,,
Washington,"Northwest University-Center for Online and Extended Education, Kirkland, WA ",14652,,,
Washington,"Olympic College, Bremerton, WA ",20240,,,
Washington,"Pacific Lutheran University, Tacoma, WA ",63410,,,
Washington,"Pacific Northwest Christian College, Kennewick, WA ",11350,,,
Washington,"Peninsula College, Port Angeles, WA ",5111,,,
Washington,"Pierce College District, Lakewood, WA ",18504,,,
Washington,"Renton Technical College, Renton, WA ",7257,,,
Washington,"Saint Martin's University, Lacey, WA ",58190,,,
Washington,"Seattle Central College, Seattle, WA ",5354,,,
Washington,"Seattle Film Institute, Seattle, WA ",33000,,,
Washington,"Seattle Pacific University, Seattle, WA ",54312,,,
Washington,"Seattle University, Seattle, WA ",69033,,,
Washington,"Shoreline Community College, Shoreline, WA ",26852,,,
Washington,"Skagit Valley College, Mount Vernon, WA ",17211,,,
Washington,"South Puget Sound Community College, Olympia, WA ",5637,,,
Washington,"South Seattle College, Seattle, WA ",5354,,,
Washington,"Spokane Community College, Spokane, WA ",5494,,,
Washington,"Spokane Falls Community College, Spokane, WA ",5494,,,
Washington,"Tacoma Community College, Tacoma, WA ",11030,,,
Washington,"The Evergreen State College, Olympia, WA ",47431,,,
Washington,"University of Puget Sound, Tacoma, WA ",74940,,,
Washington,"University of Washington-Bothell Campus, Bothell, WA ",59028,,,
Washington,"University of Washington-Seattle Campus, Seattle, WA ",59979,,,
Washington,"University of Washington-Tacoma Campus, Tacoma, WA ",58119,,,
Washington,"Walla Walla Community College, Walla Walla, WA ",7967,,,
Washington,"Walla Walla University, College Place, WA ",43443,,,
Washington,"Washington State University, Pullman, WA ",42204,,,
Washington,"Wenatchee Valley College, Wenatchee, WA ",13347,,,
Washington,"Western Washington University, Bellingham, WA ",42768,,,
Washington,"Whatcom Community College, Bellingham, WA ",30518,,,
Washington,"Whitman College, Walla Walla, WA ",76132,,,
Washington,"Whitworth University, Spokane, WA ",64620,,,
Washington,"Yakima Valley College, Yakima, WA ",15060,,,
West_Virginia,West Virginia University,23420,#EAAA00,#002855,
West_Virginia,Marshall University,21520,#00b140,#27251f,
West_Virginia,West Virginia State University,16220,#004B87,#F2A900,
West_Virginia,Fairmont State University,17820,#0033A0,#FFD100,
West_Virginia,Shepherd University,19920,#0033A0,#FFD100,
West_Virginia,West Virginia Wesleyan College,34500,#98A1BC,#555879,
West_Virginia,Wheeling University,29500,#98A1BC,#555879,
West_Virginia,Alderson Broaddus University,29500,#98A1BC,#555879,
West_Virginia,Bluefield State College,16220,#98A1BC,#555879,
West_Virginia,Concord University,19920,#98A1BC,#555879,
West_Virginia,Glenville State College,16220,#98A1BC,#555879,
West_Virginia,Potomac State College of West Virginia University,16220,#98A1BC,#555879,
West_Virginia,West Liberty University,19920,#98A1BC,#555879,
West_Virginia,West Virginia Northern Community College,10200,#98A1BC,#555879,
West_Virginia,West Virginia University at Parkersburg,10200,#98A1BC,#555879,
West_Virginia,West Virginia University Institute of Technology,19920,#98A1BC,#555879,
Wisconsin,"Alverno College, Milwaukee, WI ",43032,,,
Wisconsin,"Bellin College, Green Bay, WI ",28211,,,
Wisconsin,"Beloit College, Beloit, WI ",69294,,,
Wisconsin,"Blackhawk Technical College, Janesville, WI ",5927,,,
Wisconsin,"Bryant & Stratton College-Wauwatosa, Wauwatosa, WI ",19944,,,
Wisconsin,"Carroll University, Waukesha, WI ",50570,,,
Wisconsin,"Carthage College, Kenosha, WI ",49450,,,
Wisconsin,"Chippewa Valley Technical College, Eau Claire, WI ",6917,,,
Wisconsin,"College of Menominee Nation, Keshena, WI ",6200,,,
Wisconsin,"Concordia University-Wisconsin, Mequon, WI ",46950,,,
Wisconsin,"Edgewood College, Madison, WI ",47440,,,
Wisconsin,"Fox Valley Technical College, Appleton, WI ",7109,,,
Wisconsin,"Gateway Technical College, Kenosha, WI ",7046,,,
Wisconsin,"Herzing University-Brookfield, Brookfield, WI ",13420,,,
Wisconsin,"Herzing University-Kenosha, Kenosha, WI ",13420,,,
Wisconsin,"Herzing University-Madison, Madison, WI ",13420,,,
Wisconsin,"Lac Courte Oreilles Ojibwe University, Hayward, WI ",6030,,,
Wisconsin,"Lakeland University, Plymouth, WI ",44158,,,
Wisconsin,"Lakeshore Technical College, Cleveland, WI ",6842,,,
Wisconsin,"Lawrence University, Appleton, WI ",67299,,,
Wisconsin,"Madison Area Technical College, Madison, WI ",7027,,,
Wisconsin,"Maranatha Baptist University, Watertown, WI ",29080,,,
Wisconsin,"Marian University, Fond Du Lac, WI ",41953,,,
Wisconsin,"Marquette University, Milwaukee, WI ",64440,,,
Wisconsin,"Mid-State Technical College, Wisconsin Rapids, WI ",7016,,,
Wisconsin,"Milwaukee Area Technical College, Milwaukee, WI ",15868,,,
Wisconsin,"Milwaukee Institute of Art & Design, Milwaukee, WI ",52698,,,
Wisconsin,"Milwaukee School of Engineering, Milwaukee, WI ",60983,,,
Wisconsin,"Moraine Park Technical College, Fond du Lac, WI ",6917,,,
Wisconsin,"Mount Mary University, Milwaukee, WI ",44510,,,
Wisconsin,"Nicolet Area Technical College, Rhinelander, WI ",6917,,,
Wisconsin,"Northcentral Technical College, Wausau, WI ",5615,,,
Wisconsin,"Northeast Wisconsin Technical College, Green Bay, WI ",7097,,,
Wisconsin,"Northland College, Ashland, WI ",53591,,,
Wisconsin,"Northwood Technical College, Rice Lake, WI ",6583,,,
Wisconsin,"Rasmussen University-Wisconsin, Green Bay, WI ",11982,,,
Wisconsin,"Ripon College, Ripon, WI ",60890,,,
Wisconsin,"Saint Norbert College, De Pere, WI ",57130,,,
Wisconsin,"Southwest Wisconsin Technical College, Fennimore, WI ",16603,,,
Wisconsin,"University of Wisconsin-Eau Claire, Eau Claire, WI ",27716,,,
Wisconsin,"University of Wisconsin-Green Bay, Green Bay, WI ",24971,,,
Wisconsin,"University of Wisconsin-La Crosse, La Crosse, WI ",26651,,,
Wisconsin,"University of Wisconsin-Madison, Madison, WI ",54103,,,
Wisconsin,"University of Wisconsin-Milwaukee, Milwaukee, WI ",33000,,,
Wisconsin,"University of Wisconsin-Oshkosh, Oshkosh, WI ",25065,,,
Wisconsin,"University of Wisconsin-Parkside, Kenosha, WI ",24783,,,
Wisconsin,"University of Wisconsin-Platteville, Platteville, WI ",25448,,,
Wisconsin,"University of Wisconsin-River Falls, River Falls, WI ",24545,,,
Wisconsin,"University of Wisconsin-Stevens Point, Stevens Point, WI ",26354,,,
Wisconsin,"University of Wisconsin-Stout, Menomonie, WI ",27424,,,
Wisconsin,"University of Wisconsin-Superior, Superior, WI ",23627,,,
Wisconsin,"University of Wisconsin-Whitewater, Whitewater, WI ",25686,,,
Wisconsin,"Viterbo University, La Crosse, WI ",43030,,,
Wisconsin,"Waukesha County Technical College, Pewaukee, WI ",6996,,,
Wisconsin,"Western Technical College, La Crosse, WI ",13859,,,
Wisconsin,"Wisconsin Lutheran College, Milwaukee, WI ",46960,,,
Wyoming,"Casper College, Casper, WY ",18510,,,
Wyoming,"Central Wyoming College, Riverton, WY ",19188,,,
Wyoming,"Eastern Wyoming College, Torrington, WY ",17686,,,
Wyoming,"Laramie County Community College, Cheyenne, WY ",20285,,,
Wyoming,"Northern Wyoming Community College District, Sheridan, WY ",20971,,,
Wyoming,"Northwest College, Powell, WY ",20075,,,
Wyoming,"University of Wyoming, Laramie, WY ",36058,,,
Wyoming,"Western Wyoming Community College, Rock Springs, WY ",19260,,,
